"","section","publication","category","title","content"
"3100","news","New York Post","","news","news"
"3101","entertainment","Fox News","broadcast","news","news"
"3102","law & politics","Talking Points Memo","general","science & tech","law & politics"
"3103","news","Washington Post","newspaper","law & politics","law & politics"
"3104","science & tech","Guardian","newspaper","news","news"
"3105","news","New York Post","","news","law & politics"
"3106","news","New York Post","","news","news"
"3107","law & politics","National Review","","law & politics","news"
"3108","news","New York Post","","news","news"
"3109","news","Washington Post","newspaper","entertainment","news"
"3110","news","Washington Post","newspaper","news","news"
"3111","news","New York Post","","news","health & lifestyle"
"3112","news","Washington Post","newspaper","health & lifestyle","law & politics"
"3113","news","New York Post","","news","news"
"3114","law & politics","Guardian","newspaper","news","news"
"3115","law & politics","National Review","","law & politics","law & politics"
"3116","news","New York Post","","news","news"
"3117","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3118","news","Washington Post","newspaper","news","news"
"3119","news","New York Post","","news","news"
"3120","news","New York Post","","news","news"
"3121","news","New York Post","","news","news"
"3122","law & politics","National Review","","law & politics","law & politics"
"3123","law & politics","Washington Post","newspaper","news","law & politics"
"3124","news","NPR","radio","news","news"
"3125","news","Washington Post","newspaper","law & politics","news"
"3126","health & lifestyle","Guardian","newspaper","health & lifestyle","news"
"3127","law & politics","Talking Points Memo","general","news","news"
"3128","law & politics","National Review","","news","law & politics"
"3129","news","Washington Post","newspaper","news","news"
"3130","news","Washington Post","newspaper","news","news"
"3131","news","New York Post","","news","news"
"3132","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3133","news","Washington Post","newspaper","news","law & politics"
"3134","news","New York Post","","news","law & politics"
"3135","news","New York Post","","health & lifestyle","news"
"3136","sports","Guardian","newspaper","sports","sports"
"3137","news","Washington Post","newspaper","news","news"
"3138","news","New York Post","","news","law & politics"
"3139","news","Guardian","newspaper","news","news"
"3140","news","NPR","radio","law & politics","news"
"3141","entertainment","NPR","radio","law & politics","news"
"3142","news","New York Post","","news","news"
"3143","art & fashion","Guardian","newspaper","news","news"
"3144","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3145","news","New York Post","","news","news"
"3146","news","Guardian","newspaper","news","news"
"3147","news","Washington Post","newspaper","news","news"
"3148","news","New York Post","","news","news"
"3149","news","Washington Post","newspaper","news","news"
"3150","news","NPR","radio","news","news"
"3151","law & politics","National Review","","law & politics","law & politics"
"3152","news","NPR","radio","law & politics","news"
"3153","news","New York Post","","news","news"
"3154","law & politics","Talking Points Memo","general","sports","law & politics"
"3155","news","Washington Post","newspaper","news","entertainment"
"3156","food","NPR","radio","news","news"
"3157","news","New York Post","","news","news"
"3158","news","New York Post","","health & lifestyle","news"
"3159","law & politics","National Review","","news","news"
"3160","news","New York Post","","news","news"
"3161","news","Talking Points Memo","general","news","news"
"3162","law & politics","Guardian","newspaper","law & politics","law & politics"
"3163","law & politics","National Review","","news","news"
"3164","law & politics","National Review","","law & politics","news"
"3165","news","NPR","radio","news","news"
"3166","law & politics","National Review","","news","law & politics"
"3167","news","New York Post","","news","news"
"3168","news","Washington Post","newspaper","law & politics","news"
"3169","law & politics","Fox News","broadcast","news","law & politics"
"3170","news","Buzzfeed News","general","news","news"
"3171","entertainment","Guardian","newspaper","news","law & politics"
"3172","law & politics","Fox News","broadcast","news","law & politics"
"3173","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3174","news","Guardian","newspaper","news","news"
"3175","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3176","law & politics","National Review","","law & politics","law & politics"
"3177","law & politics","National Review","","news","law & politics"
"3178","news","Guardian","newspaper","news","news"
"3179","news","New York Post","","law & politics","law & politics"
"3180","health & lifestyle","NPR","radio","news","news"
"3181","law & politics","Washington Post","newspaper","law & politics","news"
"3182","news","New York Post","","news","law & politics"
"3183","news","Washington Post","newspaper","law & politics","news"
"3184","news","New York Post","","news","news"
"3185","news","Washington Post","newspaper","news","news"
"3186","news","New York Post","","news","news"
"3187","law & politics","National Review","","law & politics","news"
"3188","news","New York Post","","news","news"
"3189","law & politics","Washington Post","newspaper","law & politics","news"
"3190","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3191","law & politics","Talking Points Memo","general","news","law & politics"
"3192","news","Guardian","newspaper","news","news"
"3193","law & politics","National Review","","law & politics","law & politics"
"3194","law & politics","National Review","","news","law & politics"
"3195","news","New York Post","","news","news"
"3196","law & politics","Talking Points Memo","general","news","news"
"3197","health & lifestyle","Guardian","newspaper","news","news"
"3198","news","Washington Post","newspaper","news","news"
"3199","law & politics","Washington Post","newspaper","news","news"
"3200","news","Washington Post","newspaper","news","news"
"3201","law & politics","National Review","","law & politics","law & politics"
"3202","news","Washington Post","newspaper","law & politics","law & politics"
"3203","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3204","news","New York Post","","news","news"
"3205","news","New York Post","","news","news"
"3206","news","New York Post","","news","news"
"3207","law & politics","Washington Post","newspaper","law & politics","news"
"3208","news","New York Post","","news","news"
"3209","news","New York Post","","news","news"
"3210","law & politics","Washington Post","newspaper","news","law & politics"
"3211","health & lifestyle","Guardian","newspaper","science & tech","news"
"3212","news","New York Post","","news","news"
"3213","news","New York Post","","news","news"
"3214","news","New York Post","","news","news"
"3215","law & politics","National Review","","news","news"
"3216","news","Washington Post","newspaper","news","news"
"3217","economy, business & jobs","Guardian","newspaper","news","news"
"3218","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3219","news","New York Post","","news","law & politics"
"3220","law & politics","National Review","","law & politics","law & politics"
"3221","law & politics","National Review","","law & politics","law & politics"
"3222","news","Washington Post","newspaper","news","news"
"3223","science & tech","Guardian","newspaper","news","law & politics"
"3224","law & politics","Guardian","newspaper","law & politics","law & politics"
"3225","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3226","law & politics","National Review","","law & politics","law & politics"
"3227","law & politics","National Review","","law & politics","news"
"3228","books","Guardian","newspaper","law & politics","news"
"3229","law & politics","National Review","","law & politics","news"
"3230","law & politics","Fox News","broadcast","news","law & politics"
"3231","news","Washington Post","newspaper","news","news"
"3232","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3233","law & politics","Talking Points Memo","general","law & politics","news"
"3234","health & lifestyle","NPR","radio","news","news"
"3235","science & tech","NPR","radio","news","news"
"3236","news","New York Post","","news","news"
"3237","news","New York Post","","news","news"
"3238","news","Guardian","newspaper","news","news"
"3239","news","Guardian","newspaper","news","news"
"3240","news","NPR","radio","news","health & lifestyle"
"3241","law & politics","National Review","","news","news"
"3242","law & politics","National Review","","news","news"
"3243","news","Washington Post","newspaper","law & politics","law & politics"
"3244","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3245","news","New York Post","","news","news"
"3246","news","Talking Points Memo","general","health & lifestyle","law & politics"
"3247","news","New York Post","","news","news"
"3248","books","Guardian","newspaper","law & politics","news"
"3249","law & politics","National Review","","law & politics","law & politics"
"3250","entertainment","Guardian","newspaper","entertainment","news"
"3251","news","Washington Post","newspaper","news","news"
"3252","science & tech","Guardian","newspaper","news","news"
"3253","law & politics","National Review","","news","law & politics"
"3254","law & politics","Fox News","broadcast","news","news"
"3255","law & politics","National Review","","law & politics","law & politics"
"3256","health & lifestyle","Washington Post","newspaper","news","health & lifestyle"
"3257","law & politics","Washington Post","newspaper","news","news"
"3258","news","Washington Post","newspaper","news","news"
"3259","news","Washington Post","newspaper","news","news"
"3260","sports","Guardian","newspaper","news","news"
"3261","news","New York Post","","news","news"
"3262","health & lifestyle","Guardian","newspaper","news","news"
"3263","law & politics","Guardian","newspaper","law & politics","news"
"3264","news","Guardian","newspaper","science & tech","news"
"3265","news","Washington Post","newspaper","news","news"
"3266","news","New York Post","","news","news"
"3267","news","Guardian","newspaper","law & politics","law & politics"
"3268","news","New York Post","","news","news"
"3269","news","Washington Post","newspaper","news","news"
"3270","news","New York Post","","news","news"
"3271","news","New York Post","","news","news"
"3272","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3273","law & politics","National Review","","law & politics","law & politics"
"3274","news","New York Post","","news","news"
"3275","law & politics","Fox News","broadcast","law & politics","law & politics"
"3276","law & politics","National Review","","law & politics","law & politics"
"3277","law & politics","Talking Points Memo","general","news","news"
"3278","law & politics","National Review","","law & politics","law & politics"
"3279","news","New York Post","","news","news"
"3280","news","NPR","radio","news","news"
"3281","news","New York Post","","news","news"
"3282","news","New York Post","","news","news"
"3283","university & school","NPR","radio","science & tech","news"
"3284","news","Washington Post","newspaper","news","news"
"3285","news","New York Post","","law & politics","news"
"3286","news","New York Post","","news","news"
"3287","news","New York Post","","news","news"
"3288","sports","Guardian","newspaper","news","law & politics"
"3289","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3290","news","New York Post","","news","news"
"3291","news","New York Post","","news","news"
"3292","sports","Guardian","newspaper","news","news"
"3293","news","New York Post","","news","news"
"3294","law & politics","National Review","","entertainment","law & politics"
"3295","news","Fox News","broadcast","news","news"
"3296","entertainment","Guardian","newspaper","news","news"
"3297","news","New York Post","","news","news"
"3298","health & lifestyle","NPR","radio","news","health & lifestyle"
"3299","news","New York Post","","law & politics","law & politics"
"3300","science & tech","Fox News","broadcast","news","law & politics"
"3301","LGBT","Buzzfeed News","general","law & politics","LGBT"
"3302","news","New York Post","","news","news"
"3303","news","New York Post","","news","news"
"3304","news","New York Post","","news","news"
"3305","news","New York Post","","news","news"
"3306","news","New York Post","","news","news"
"3307","news","New York Post","","news","news"
"3308","news","New York Post","","news","news"
"3309","sports","Guardian","newspaper","news","sports"
"3310","health & lifestyle","NPR","radio","news","news"
"3311","news","New York Post","","news","news"
"3312","law & politics","National Review","","news","news"
"3313","news","New York Post","","news","news"
"3314","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3315","science & tech","NPR","radio","law & politics","news"
"3316","news","New York Post","","news","news"
"3317","news","New York Post","","news","news"
"3318","entertainment","NPR","radio","entertainment","entertainment"
"3319","law & politics","National Review","","news","news"
"3320","news","New York Post","","news","news"
"3321","news","Guardian","newspaper","news","law & politics"
"3322","news","New York Post","","news","news"
"3323","news","New York Post","","science & tech","news"
"3324","law & politics","National Review","","news","law & politics"
"3325","news","New York Post","","news","news"
"3326","food","NPR","radio","food","news"
"3327","sports","Guardian","newspaper","news","news"
"3328","news","New York Post","","news","news"
"3329","law & politics","NPR","radio","news","news"
"3330","news","Fox News","broadcast","news","news"
"3331","law & politics","National Review","","news","news"
"3332","LGBT","Buzzfeed News","general","news","news"
"3333","law & politics","Washington Post","newspaper","news","law & politics"
"3334","law & politics","Washington Post","newspaper","news","law & politics"
"3335","law & politics","National Review","","news","news"
"3336","news","New York Post","","news","news"
"3337","news","Fox News","broadcast","news","news"
"3338","news","New York Post","","news","news"
"3339","sports","NPR","radio","news","news"
"3340","news","New York Post","","news","news"
"3341","news","Washington Post","newspaper","news","news"
"3342","news","New York Post","","news","news"
"3343","news","Guardian","newspaper","law & politics","news"
"3344","news","NPR","radio","news","news"
"3345","news","NPR","radio","news","news"
"3346","news","New York Post","","news","news"
"3347","news","New York Post","","news","news"
"3348","law & politics","National Review","","news","news"
"3349","sports","Guardian","newspaper","news","news"
"3350","news","New York Post","","news","news"
"3351","news","New York Post","","news","news"
"3352","law & politics","National Review","","news","news"
"3353","news","New York Post","","news","news"
"3354","news","Washington Post","newspaper","news","news"
"3355","news","New York Post","","law & politics","law & politics"
"3356","law & politics","Washington Post","newspaper","news","news"
"3357","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3358","news","Washington Post","newspaper","law & politics","law & politics"
"3359","entertainment","Guardian","newspaper","entertainment","entertainment"
"3360","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3361","health & lifestyle","NPR","radio","news","health & lifestyle"
"3362","news","New York Post","","news","news"
"3363","news","Washington Post","newspaper","news","news"
"3364","economy, business & jobs","Guardian","newspaper","news","news"
"3365","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3366","sports","Guardian","newspaper","news","news"
"3367","law & politics","Talking Points Memo","general","health & lifestyle","law & politics"
"3368","news","Washington Post","newspaper","news","news"
"3369","news","NPR","radio","news","news"
"3370","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3371","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3372","law & politics","National Review","","law & politics","news"
"3373","entertainment","NPR","radio","entertainment","news"
"3374","news","NPR","radio","news","news"
"3375","news","New York Post","","law & politics","news"
"3376","law & politics","Talking Points Memo","general","law & politics","news"
"3377","news","New York Post","","news","news"
"3378","news","New York Post","","news","news"
"3379","news","Fox News","broadcast","news","law & politics"
"3380","law & politics","National Review","","health & lifestyle","law & politics"
"3381","news","Guardian","newspaper","news","news"
"3382","sports","Guardian","newspaper","sports","sports"
"3383","law & politics","National Review","","law & politics","law & politics"
"3384","news","New York Post","","news","news"
"3385","law & politics","National Review","","law & politics","law & politics"
"3386","health & lifestyle","Guardian","newspaper","news","news"
"3387","news","NPR","radio","law & politics","health & lifestyle"
"3388","law & politics","Washington Post","newspaper","news","news"
"3389","science & tech","Guardian","newspaper","news","news"
"3390","health & lifestyle","NPR","radio","news","news"
"3391","news","New York Post","","news","news"
"3392","news","NPR","radio","news","news"
"3393","news","New York Post","","news","news"
"3394","news","Washington Post","newspaper","law & politics","news"
"3395","health & lifestyle","NPR","radio","law & politics","news"
"3396","news","Talking Points Memo","general","news","news"
"3397","news","Washington Post","newspaper","news","news"
"3398","law & politics","National Review","","entertainment","law & politics"
"3399","news","Washington Post","newspaper","health & lifestyle","news"
"3400","news","New York Post","","news","news"
"3401","news","New York Post","","law & politics","news"
"3402","law & politics","NPR","radio","news","news"
"3403","news","New York Post","","news","news"
"3404","law & politics","Guardian","newspaper","news","law & politics"
"3405","news","New York Post","","news","news"
"3406","sports","Guardian","newspaper","sports","news"
"3407","news","New York Post","","news","news"
"3408","news","Washington Post","newspaper","law & politics","law & politics"
"3409","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"3410","law & politics","National Review","","news","law & politics"
"3411","news","New York Post","","news","news"
"3412","news","Guardian","newspaper","news","news"
"3413","news","New York Post","","news","news"
"3414","news","New York Post","","news","news"
"3415","law & politics","National Review","","law & politics","law & politics"
"3416","news","Talking Points Memo","general","entertainment","news"
"3417","news","NPR","radio","news","news"
"3418","news","New York Post","","news","news"
"3419","news","New York Post","","news","news"
"3420","news","NPR","radio","news","news"
"3421","sports","Guardian","newspaper","news","news"
"3422","news","Washington Post","newspaper","news","news"
"3423","law & politics","National Review","","news","law & politics"
"3424","news","New York Post","","law & politics","news"
"3425","news","NPR","radio","news","news"
"3426","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3427","news","Guardian","newspaper","law & politics","news"
"3428","news","Washington Post","newspaper","news","news"
"3429","news","NPR","radio","news","news"
"3430","news","New York Post","","news","news"
"3431","law & politics","National Review","","law & politics","news"
"3432","health & lifestyle","NPR","radio","news","health & lifestyle"
"3433","law & politics","Washington Post","newspaper","health & lifestyle","law & politics"
"3434","news","NPR","radio","news","news"
"3435","news","Washington Post","newspaper","news","news"
"3436","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3437","news","Washington Post","newspaper","news","news"
"3438","news","New York Post","","news","news"
"3439","news","Talking Points Memo","general","news","news"
"3440","law & politics","NPR","radio","law & politics","news"
"3441","news","Washington Post","newspaper","news","law & politics"
"3442","science & tech","NPR","radio","news","science & tech"
"3443","news","Washington Post","newspaper","news","news"
"3444","news","NPR","radio","news","health & lifestyle"
"3445","law & politics","National Review","","law & politics","law & politics"
"3446","law & politics","National Review","","news","law & politics"
"3447","food","NPR","radio","news","news"
"3448","law & politics","National Review","","law & politics","law & politics"
"3449","news","NPR","radio","news","news"
"3450","law & politics","Talking Points Memo","general","food","law & politics"
"3451","law & politics","National Review","","law & politics","news"
"3452","news","Washington Post","newspaper","news","news"
"3453","law & politics","National Review","","law & politics","news"
"3454","news","New York Post","","news","news"
"3455","news","Guardian","newspaper","news","news"
"3456","news","New York Post","","news","news"
"3457","law & politics","Washington Post","newspaper","sports","news"
"3458","entertainment","Guardian","newspaper","news","law & politics"
"3459","news","New York Post","","law & politics","news"
"3460","law & politics","National Review","","news","law & politics"
"3461","news","New York Post","","news","science & tech"
"3462","news","Washington Post","newspaper","news","news"
"3463","law & politics","Talking Points Memo","general","economy, business & jobs","law & politics"
"3464","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3465","news","New York Post","","news","news"
"3466","news","New York Post","","news","news"
"3467","science & tech","Guardian","newspaper","law & politics","news"
"3468","news","New York Post","","news","news"
"3469","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3470","news","New York Post","","news","news"
"3471","law & politics","Talking Points Memo","general","law & politics","news"
"3472","news","NPR","radio","news","news"
"3473","health & lifestyle","Washington Post","newspaper","news","news"
"3474","law & politics","Talking Points Memo","general","books","law & politics"
"3475","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3476","news","New York Post","","news","news"
"3477","news","New York Post","","news","news"
"3478","law & politics","National Review","","law & politics","law & politics"
"3479","news","Washington Post","newspaper","news","news"
"3480","news","NPR","radio","law & politics","news"
"3481","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3482","news","NPR","radio","news","news"
"3483","law & politics","Talking Points Memo","general","news","news"
"3484","news","NPR","radio","news","news"
"3485","law & politics","Fox News","broadcast","law & politics","law & politics"
"3486","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3487","news","New York Post","","law & politics","news"
"3488","law & politics","Talking Points Memo","general","news","news"
"3489","news","NPR","radio","news","news"
"3490","law & politics","Talking Points Memo","general","news","news"
"3491","news","New York Post","","news","news"
"3492","law & politics","National Review","","law & politics","law & politics"
"3493","news","New York Post","","law & politics","law & politics"
"3494","news","Washington Post","newspaper","news","news"
"3495","law & politics","Washington Post","newspaper","news","news"
"3496","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3497","news","Guardian","newspaper","news","news"
"3498","news","NPR","radio","news","news"
"3499","health & lifestyle","Washington Post","newspaper","law & politics","law & politics"
"3500","law & politics","National Review","","news","law & politics"
"3501","news","New York Post","","news","news"
"3502","news","New York Post","","news","news"
"3503","news","New York Post","","law & politics","news"
"3504","news","New York Post","","news","news"
"3505","economy, business & jobs","Guardian","newspaper","news","news"
"3506","news","NPR","radio","news","news"
"3507","news","Washington Post","newspaper","news","news"
"3508","food","NPR","radio","news","news"
"3509","news","Washington Post","newspaper","news","news"
"3510","health & lifestyle","NPR","radio","health & lifestyle","law & politics"
"3511","law & politics","National Review","","news","law & politics"
"3512","news","New York Post","","news","news"
"3513","health & lifestyle","Guardian","newspaper","news","health & lifestyle"
"3514","health & lifestyle","NPR","radio","news","news"
"3515","law & politics","National Review","","law & politics","law & politics"
"3516","university & school","Guardian","newspaper","news","news"
"3517","news","New York Post","","news","news"
"3518","news","Washington Post","newspaper","news","news"
"3519","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3520","law & politics","National Review","","law & politics","law & politics"
"3521","news","Washington Post","newspaper","news","news"
"3522","news","Talking Points Memo","general","news","news"
"3523","law & politics","National Review","","law & politics","law & politics"
"3524","law & politics","Guardian","newspaper","news","law & politics"
"3525","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3526","science & tech","Guardian","newspaper","news","news"
"3527","news","New York Post","","news","news"
"3528","news","Washington Post","newspaper","law & politics","law & politics"
"3529","news","New York Post","","news","news"
"3530","news","New York Post","","news","news"
"3531","health & lifestyle","Guardian","newspaper","news","health & lifestyle"
"3532","law & politics","National Review","","science & tech","news"
"3533","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3534","news","NPR","radio","news","news"
"3535","news","NPR","radio","news","news"
"3536","news","New York Post","","news","news"
"3537","science & tech","NPR","radio","law & politics","news"
"3538","law & politics","Talking Points Memo","general","news","news"
"3539","law & politics","National Review","","law & politics","law & politics"
"3540","news","New York Post","","news","news"
"3541","news","NPR","radio","news","news"
"3542","news","New York Post","","news","news"
"3543","law & politics","National Review","","news","news"
"3544","news","Washington Post","newspaper","news","law & politics"
"3545","news","New York Post","","news","news"
"3546","news","New York Post","","news","news"
"3547","news","Talking Points Memo","general","law & politics","news"
"3548","news","NPR","radio","law & politics","law & politics"
"3549","news","Washington Post","newspaper","law & politics","law & politics"
"3550","news","New York Post","","news","news"
"3551","law & politics","Guardian","newspaper","law & politics","law & politics"
"3552","news","New York Post","","news","news"
"3553","news","New York Post","","news","news"
"3554","news","New York Post","","news","news"
"3555","news","New York Post","","law & politics","news"
"3556","law & politics","Guardian","newspaper","law & politics","news"
"3557","law & politics","Washington Post","newspaper","art & fashion","law & politics"
"3558","sports","Guardian","newspaper","news","news"
"3559","law & politics","National Review","","law & politics","law & politics"
"3560","law & politics","Washington Post","newspaper","sports","law & politics"
"3561","health & lifestyle","NPR","radio","news","news"
"3562","news","Washington Post","newspaper","news","news"
"3563","news","New York Post","","news","news"
"3564","law & politics","National Review","","law & politics","law & politics"
"3565","news","New York Post","","news","news"
"3566","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3567","books","Guardian","newspaper","books","news"
"3568","news","Guardian","newspaper","law & politics","law & politics"
"3569","law & politics","National Review","","law & politics","law & politics"
"3570","news","Washington Post","newspaper","news","news"
"3571","health & lifestyle","NPR","radio","news","law & politics"
"3572","law & politics","Guardian","newspaper","law & politics","law & politics"
"3573","news","New York Post","","news","news"
"3574","news","New York Post","","law & politics","news"
"3575","news","NPR","radio","news","news"
"3576","news","NPR","radio","news","news"
"3577","entertainment","Guardian","newspaper","entertainment","entertainment"
"3578","news","Talking Points Memo","general","news","news"
"3579","news","NPR","radio","news","news"
"3580","law & politics","National Review","","news","law & politics"
"3581","news","Guardian","newspaper","news","news"
"3582","news","New York Post","","news","news"
"3583","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3584","art & fashion","Guardian","newspaper","news","news"
"3585","news","Washington Post","newspaper","news","news"
"3586","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3587","news","New York Post","","news","news"
"3588","news","Washington Post","newspaper","news","news"
"3589","law & politics","Talking Points Memo","general","science & tech","law & politics"
"3590","news","New York Post","","news","news"
"3591","news","Washington Post","newspaper","news","law & politics"
"3592","news","New York Post","","law & politics","news"
"3593","news","Washington Post","newspaper","news","news"
"3594","science & tech","Fox News","broadcast","news","news"
"3595","news","New York Post","","news","law & politics"
"3596","health & lifestyle","Washington Post","newspaper","news","news"
"3597","news","New York Post","","news","news"
"3598","news","New York Post","","news","news"
"3599","news","New York Post","","news","news"
"3600","entertainment","Guardian","newspaper","news","entertainment"
"3601","law & politics","Washington Post","newspaper","news","news"
"3602","sports","Guardian","newspaper","news","sports"
"3603","entertainment","NPR","radio","law & politics","news"
"3604","news","Washington Post","newspaper","news","law & politics"
"3605","health & lifestyle","NPR","radio","news","news"
"3606","news","New York Post","","news","news"
"3607","news","Washington Post","newspaper","law & politics","news"
"3608","sports","Washington Post","newspaper","news","news"
"3609","news","New York Post","","entertainment","law & politics"
"3610","news","Guardian","newspaper","news","news"
"3611","news","Guardian","newspaper","news","news"
"3612","news","NPR","radio","sports","news"
"3613","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3614","law & politics","Fox News","broadcast","law & politics","news"
"3615","culture","Guardian","newspaper","news","news"
"3616","news","Washington Post","newspaper","news","law & politics"
"3617","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3618","science & tech","NPR","radio","news","news"
"3619","news","New York Post","","health & lifestyle","news"
"3620","news","New York Post","","law & politics","news"
"3621","news","Washington Post","newspaper","news","news"
"3622","news","New York Post","","news","law & politics"
"3623","news","Guardian","newspaper","law & politics","news"
"3624","news","New York Post","","news","law & politics"
"3625","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3626","news","Guardian","newspaper","news","law & politics"
"3627","news","New York Post","","news","news"
"3628","news","New York Post","","entertainment","news"
"3629","news","New York Post","","news","news"
"3630","news","Guardian","newspaper","news","news"
"3631","news","New York Post","","law & politics","law & politics"
"3632","news","Washington Post","newspaper","news","news"
"3633","law & politics","National Review","","law & politics","news"
"3634","economy, business & jobs","Washington Post","newspaper","law & politics","law & politics"
"3635","law & politics","NPR","radio","news","news"
"3636","news","NPR","radio","news","news"
"3637","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3638","news","New York Post","","news","news"
"3639","news","NPR","radio","news","news"
"3640","news","New York Post","","news","news"
"3641","news","Washington Post","newspaper","news","news"
"3642","law & politics","Talking Points Memo","general","news","law & politics"
"3643","law & politics","Washington Post","newspaper","news","news"
"3644","law & politics","National Review","","law & politics","law & politics"
"3645","news","New York Post","","news","news"
"3646","news","New York Post","","health & lifestyle","law & politics"
"3647","news","New York Post","","news","news"
"3648","news","New York Post","","news","news"
"3649","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3650","law & politics","Washington Post","newspaper","law & politics","law & politics"
"3651","news","Guardian","newspaper","news","news"
"3652","books","Guardian","newspaper","law & politics","news"
"3653","news","New York Post","","news","law & politics"
"3654","news","New York Post","","news","news"
"3655","news","New York Post","","news","law & politics"
"3656","news","New York Post","","news","news"
"3657","news","New York Post","","news","news"
"3658","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3659","law & politics","Fox News","broadcast","law & politics","law & politics"
"3660","news","New York Post","","news","news"
"3661","news","Washington Post","newspaper","news","news"
"3662","science & tech","Fox News","broadcast","news","news"
"3663","law & politics","Talking Points Memo","general","entertainment","news"
"3664","news","New York Post","","news","news"
"3665","news","Washington Post","newspaper","news","news"
"3666","news","New York Post","","news","news"
"3667","health & lifestyle","Guardian","newspaper","news","news"
"3668","news","New York Post","","news","news"
"3669","news","New York Post","","law & politics","law & politics"
"3670","law & politics","National Review","","law & politics","law & politics"
"3671","news","Washington Post","newspaper","law & politics","law & politics"
"3672","news","New York Post","","news","law & politics"
"3673","news","New York Post","","news","news"
"3674","news","New York Post","","news","news"
"3675","science & tech","Guardian","newspaper","news","news"
"3676","news","New York Post","","news","news"
"3677","law & politics","Guardian","newspaper","law & politics","law & politics"
"3678","news","Washington Post","newspaper","news","news"
"3679","news","Washington Post","newspaper","news","news"
"3680","food","NPR","radio","law & politics","food"
"3681","law & politics","Guardian","newspaper","news","news"
"3682","news","New York Post","","news","news"
"3683","health & lifestyle","Guardian","newspaper","law & politics","news"
"3684","news","New York Post","","law & politics","news"
"3685","law & politics","Fox News","broadcast","news","news"
"3686","news","New York Post","","news","news"
"3687","news","NPR","radio","news","law & politics"
"3688","law & politics","National Review","","law & politics","law & politics"
"3689","law & politics","Talking Points Memo","general","news","news"
"3690","news","New York Post","","news","news"
"3691","sports","Guardian","newspaper","news","news"
"3692","news","New York Post","","news","news"
"3693","law & politics","Fox News","broadcast","news","law & politics"
"3694","law & politics","Washington Post","newspaper","news","law & politics"
"3695","news","New York Post","","news","law & politics"
"3696","news","Washington Post","newspaper","law & politics","law & politics"
"3697","entertainment","NPR","radio","news","entertainment"
"3698","news","New York Post","","news","news"
"3699","health & lifestyle","NPR","radio","science & tech","law & politics"
"3700","news","New York Post","","news","news"
"3701","news","Washington Post","newspaper","law & politics","news"
"3702","news","New York Post","","law & politics","law & politics"
"3703","news","New York Post","","news","news"
"3704","law & politics","National Review","","news","law & politics"
"3705","news","New York Post","","news","news"
"3706","health & lifestyle","NPR","radio","news","health & lifestyle"
"3707","news","New York Post","","news","news"
"3708","health & lifestyle","NPR","radio","news","law & politics"
"3709","law & politics","Talking Points Memo","general","news","law & politics"
"3710","law & politics","National Review","","law & politics","law & politics"
"3711","law & politics","Talking Points Memo","general","law & politics","law & politics"
"3712","news","Guardian","newspaper","news","news"
"3713","law & politics","National Review","","law & politics","law & politics"
"3714","law & politics","Washington Post","newspaper","news","law & politics"
"3715","law & politics","National Review","","news","news"
"3716","news","New York Post","","news","news"
"3717","entertainment","Guardian","newspaper","entertainment","entertainment"
"3718","news","New York Post","","news","news"
