"","section","publication","category","title","content"
"6506","news","New York Post",NA,"news","news"
"6507","news","NPR","radio","news","news"
"6508","health & lifestyle","NPR","radio","health & lifestyle","news"
"6509","news","New York Post",NA,"news","news"
"6510","news","Washington Post","newspaper","news","news"
"6511","news","New York Post",NA,"news","news"
"6512","law & politics","National Review",NA,"law & politics","law & politics"
"6513","news","Guardian","newspaper","news","news"
"6514","news","Washington Post","newspaper","news","news"
"6515","news","New York Post",NA,"news","news"
"6516","science & tech","NPR","radio","news","science & tech"
"6517","news","New York Post",NA,"news","news"
"6518","news","New York Post",NA,"news","news"
"6519","news","Washington Post","newspaper","news","news"
"6520","law & politics","National Review",NA,"law & politics","law & politics"
"6521","sports","Guardian","newspaper","news","sports"
"6522","law & politics","Talking Points Memo","general","news","law & politics"
"6523","science & tech","Guardian","newspaper","news","science & tech"
"6524","news","Guardian","newspaper","news","news"
"6525","news","New York Post",NA,"news","news"
"6526","news","New York Post",NA,"news","news"
"6527","news","New York Post",NA,"news","news"
"6528","news","New York Post",NA,"law & politics","news"
"6529","science & tech","NPR","radio","news","news"
"6530","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6531","news","Washington Post","newspaper","news","news"
"6532","news","New York Post",NA,"news","news"
"6533","news","Guardian","newspaper","news","news"
"6534","law & politics","National Review",NA,"law & politics","law & politics"
"6535","law & politics","Guardian","newspaper","news","entertainment"
"6536","news","New York Post",NA,"news","news"
"6537","law & politics","National Review",NA,"news","law & politics"
"6538","news","New York Post",NA,"news","news"
"6539","news","New York Post",NA,"news","news"
"6540","news","Fox News","broadcast","news","news"
"6541","art & fashion","Guardian","newspaper","law & politics","law & politics"
"6542","law & politics","Fox News","broadcast","law & politics","law & politics"
"6543","news","New York Post",NA,"news","news"
"6544","law & politics","Fox News","broadcast","law & politics","law & politics"
"6545","law & politics","National Review",NA,"law & politics","law & politics"
"6546","news","New York Post",NA,"news","news"
"6547","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6548","food","NPR","radio","news","news"
"6549","sports","Washington Post","newspaper","sports","sports"
"6550","news","Fox News","broadcast","news","news"
"6551","news","New York Post",NA,"news","news"
"6552","news","New York Post",NA,"news","news"
"6553","news","New York Post",NA,"news","news"
"6554","news","Fox News","broadcast","news","news"
"6555","law & politics","National Review",NA,"news","law & politics"
"6556","food","NPR","radio","news","news"
"6557","news","New York Post",NA,"law & politics","news"
"6558","news","New York Post",NA,"news","news"
"6559","news","New York Post",NA,"news","news"
"6560","sports","Guardian","newspaper","sports","sports"
"6561","news","Guardian","newspaper","news","news"
"6562","science & tech","NPR","radio","law & politics","science & tech"
"6563","news","Washington Post","newspaper","news","news"
"6564","law & politics","Fox News","broadcast","law & politics","law & politics"
"6565","news","New York Post",NA,"news","news"
"6566","news","New York Post",NA,"news","news"
"6567","news","New York Post",NA,"news","news"
"6568","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6569","news","NPR","radio","news","news"
"6570","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6571","news","New York Post",NA,"news","news"
"6572","law & politics","National Review",NA,"news","law & politics"
"6573","news","NPR","radio","news","news"
"6574","news","NPR","radio","news","news"
"6575","law & politics","National Review",NA,"law & politics","news"
"6576","news","Guardian","newspaper","news","news"
"6577","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6578","culture","Guardian","newspaper","culture","news"
"6579","news","Washington Post","newspaper","law & politics","law & politics"
"6580","news","NPR","radio","news","news"
"6581","news","Washington Post","newspaper","law & politics","law & politics"
"6582","health & lifestyle","NPR","radio","news","news"
"6583","books","Guardian","newspaper","news","news"
"6584","news","Washington Post","newspaper","news","news"
"6585","news","NPR","radio","news","news"
"6586","law & politics","National Review",NA,"law & politics","law & politics"
"6587","news","New York Post",NA,"news","news"
"6588","news","Guardian","newspaper","news","news"
"6589","news","New York Post",NA,"news","news"
"6590","news","New York Post",NA,"news","law & politics"
"6591","sports","Guardian","newspaper","news","sports"
"6592","food","NPR","radio","news","news"
"6593","law & politics","National Review",NA,"science & tech","law & politics"
"6594","sports","Guardian","newspaper","news","sports"
"6595","news","New York Post",NA,"sports","news"
"6596","news","New York Post",NA,"news","news"
"6597","food","NPR","radio","food","food"
"6598","news","Washington Post","newspaper","law & politics","news"
"6599","health & lifestyle","Guardian","newspaper","health & lifestyle","health & lifestyle"
"6600","health & lifestyle","NPR","radio","news","health & lifestyle"
"6601","news","New York Post",NA,"news","news"
"6602","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6603","law & politics","National Review",NA,"law & politics","law & politics"
"6604","news","New York Post",NA,"news","news"
"6605","news","NPR","radio","law & politics","news"
"6606","law & politics","Guardian","newspaper","news","law & politics"
"6607","news","New York Post",NA,"news","news"
"6608","news","Guardian","newspaper","news","news"
"6609","news","Washington Post","newspaper","news","news"
"6610","news","Washington Post","newspaper","health & lifestyle","news"
"6611","news","New York Post",NA,"news","news"
"6612","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6613","law & politics","Guardian","newspaper","law & politics","law & politics"
"6614","sports","Fox News","broadcast","sports","sports"
"6615","law & politics","National Review",NA,"news","law & politics"
"6616","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6617","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6618","news","Talking Points Memo","general","news","news"
"6619","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6620","law & politics","Talking Points Memo","general","news","law & politics"
"6621","news","NPR","radio","news","news"
"6622","law & politics","National Review",NA,"law & politics","law & politics"
"6623","sports","Guardian","newspaper","news","sports"
"6624","news","Fox News","broadcast","news","news"
"6625","sports","Guardian","newspaper","sports","sports"
"6626","media","Guardian","newspaper","health & lifestyle","news"
"6627","news","Washington Post","newspaper","news","news"
"6628","news","New York Post",NA,"news","news"
"6629","news","New York Post",NA,"news","news"
"6630","law & politics","Guardian","newspaper","law & politics","law & politics"
"6631","news","New York Post",NA,"news","news"
"6632","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6633","law & politics","Guardian","newspaper","law & politics","law & politics"
"6634","news","New York Post",NA,"news","news"
"6635","law & politics","National Review",NA,"law & politics","law & politics"
"6636","entertainment","Guardian","newspaper","news","news"
"6637","news","New York Post",NA,"news","news"
"6638","news","New York Post",NA,"news","news"
"6639","news","Washington Post","newspaper","news","news"
"6640","news","Guardian","newspaper","news","news"
"6641","news","Washington Post","newspaper","news","law & politics"
"6642","news","New York Post",NA,"news","news"
"6643","law & politics","National Review",NA,"news","law & politics"
"6644","law & politics","National Review",NA,"law & politics","law & politics"
"6645","news","New York Post",NA,"news","news"
"6646","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6647","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6648","law & politics","National Review",NA,"health & lifestyle","law & politics"
"6649","law & politics","National Review",NA,"news","law & politics"
"6650","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6651","news","Guardian","newspaper","news","news"
"6652","news","New York Post",NA,"news","news"
"6653","law & politics","National Review",NA,"news","law & politics"
"6654","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6655","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6656","food","NPR","radio","news","news"
"6657","news","Guardian","newspaper","news","news"
"6658","law & politics","National Review",NA,"law & politics","law & politics"
"6659","news","NPR","radio","news","news"
"6660","law & politics","National Review",NA,"law & politics","law & politics"
"6661","law & politics","National Review",NA,"health & lifestyle","news"
"6662","news","New York Post",NA,"news","news"
"6663","health & lifestyle","NPR","radio","news","health & lifestyle"
"6664","news","New York Post",NA,"news","news"
"6665","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6666","law & politics","National Review",NA,"law & politics","law & politics"
"6667","news","New York Post",NA,"news","news"
"6668","news","Talking Points Memo","general","news","news"
"6669","news","New York Post",NA,"news","news"
"6670","news","New York Post",NA,"news","news"
"6671","law & politics","National Review",NA,"law & politics","law & politics"
"6672","law & politics","National Review",NA,"law & politics","news"
"6673","law & politics","Talking Points Memo","general","law & politics","news"
"6674","food","NPR","radio","news","news"
"6675","news","New York Post",NA,"news","news"
"6676","news","Washington Post","newspaper","news","news"
"6677","law & politics","National Review",NA,"law & politics","law & politics"
"6678","news","New York Post",NA,"news","news"
"6679","news","Guardian","newspaper","news","news"
"6680","science & tech","Guardian","newspaper","news","news"
"6681","news","New York Post",NA,"news","news"
"6682","entertainment","Guardian","newspaper","news","entertainment"
"6683","law & politics","Fox News","broadcast","law & politics","law & politics"
"6684","news","New York Post",NA,"news","news"
"6685","law & politics","Washington Post","newspaper","entertainment","law & politics"
"6686","law & politics","National Review",NA,"law & politics","law & politics"
"6687","law & politics","National Review",NA,"sports","law & politics"
"6688","law & politics","National Review",NA,"news","law & politics"
"6689","news","New York Post",NA,"news","news"
"6690","news","NPR","radio","news","news"
"6691","news","New York Post",NA,"news","news"
"6692","news","New York Post",NA,"news","news"
"6693","entertainment","Fox News","broadcast","news","entertainment"
"6694","news","Guardian","newspaper","news","law & politics"
"6695","news","Washington Post","newspaper","news","news"
"6696","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6697","law & politics","National Review",NA,"law & politics","law & politics"
"6698","news","Talking Points Memo","general","news","law & politics"
"6699","science & tech","Guardian","newspaper","news","news"
"6700","news","Washington Post","newspaper","news","news"
"6701","news","Washington Post","newspaper","news","law & politics"
"6702","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6703","news","New York Post",NA,"news","news"
"6704","law & politics","Guardian","newspaper","law & politics","law & politics"
"6705","news","New York Post",NA,"law & politics","news"
"6706","law & politics","Talking Points Memo","general","news","law & politics"
"6707","law & politics","Fox News","broadcast","law & politics","law & politics"
"6708","news","New York Post",NA,"news","news"
"6709","news","New York Post",NA,"news","news"
"6710","news","New York Post",NA,"news","news"
"6711","science & tech","Guardian","newspaper","law & politics","science & tech"
"6712","news","New York Post",NA,"news","news"
"6713","news","New York Post",NA,"news","news"
"6714","law & politics","National Review",NA,"law & politics","law & politics"
"6715","news","Washington Post","newspaper","news","news"
"6716","law & politics","National Review",NA,"law & politics","news"
"6717","law & politics","Talking Points Memo","general","sports","law & politics"
"6718","sports","Guardian","newspaper","sports","news"
"6719","news","Guardian","newspaper","news","news"
"6720","news","Washington Post","newspaper","news","news"
"6721","news","New York Post",NA,"law & politics","law & politics"
"6722","news","New York Post",NA,"news","news"
"6723","news","Washington Post","newspaper","news","news"
"6724","news","New York Post",NA,"news","news"
"6725","news","New York Post",NA,"news","news"
"6726","news","New York Post",NA,"news","news"
"6727","news","New York Post",NA,"news","news"
"6728","news","Fox News","broadcast","news","news"
"6729","news","New York Post",NA,"law & politics","news"
"6730","news","New York Post",NA,"news","news"
"6731","news","New York Post",NA,"news","entertainment"
"6732","entertainment","Guardian","newspaper","news","news"
"6733","economy, business & jobs","Guardian","newspaper","news","news"
"6734","law & politics","Washington Post","newspaper","law & politics","health & lifestyle"
"6735","news","New York Post",NA,"news","news"
"6736","news","Washington Post","newspaper","news","news"
"6737","news","New York Post",NA,"news","news"
"6738","news","New York Post",NA,"news","news"
"6739","law & politics","National Review",NA,"law & politics","news"
"6740","science & tech","Guardian","newspaper","news","news"
"6741","law & politics","Talking Points Memo","general","news","news"
"6742","news","Washington Post","newspaper","news","news"
"6743","health & lifestyle","Guardian","newspaper","law & politics","law & politics"
"6744","news","Washington Post","newspaper","law & politics","law & politics"
"6745","news","New York Post",NA,"news","news"
"6746","news","Guardian","newspaper","news","news"
"6747","sports","Guardian","newspaper","sports","sports"
"6748","news","Guardian","newspaper","law & politics","law & politics"
"6749","news","New York Post",NA,"news","news"
"6750","news","New York Post",NA,"news","news"
"6751","news","Guardian","newspaper","news","news"
"6752","news","New York Post",NA,"news","news"
"6753","law & politics","Fox News","broadcast","law & politics","news"
"6754","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6755","law & politics","National Review",NA,"health & lifestyle","law & politics"
"6756","news","NPR","radio","law & politics","news"
"6757","law & politics","National Review",NA,"law & politics","law & politics"
"6758","news","Buzzfeed News","general","news","news"
"6759","news","New York Post",NA,"news","news"
"6760","law & politics","National Review",NA,"law & politics","law & politics"
"6761","law & politics","National Review",NA,"news","law & politics"
"6762","law & politics","National Review",NA,"law & politics","law & politics"
"6763","news","NPR","radio","news","news"
"6764","news","New York Post",NA,"news","news"
"6765","law & politics","Washington Post","newspaper","law & politics","news"
"6766","news","New York Post",NA,"news","news"
"6767","law & politics","Fox News","broadcast","news","law & politics"
"6768","law & politics","National Review",NA,"law & politics","law & politics"
"6769","law & politics","National Review",NA,"law & politics","law & politics"
"6770","news","Talking Points Memo","general","news","news"
"6771","news","New York Post",NA,"news","news"
"6772","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"6773","news","New York Post",NA,"news","law & politics"
"6774","news","NPR","radio","news","news"
"6775","news","Guardian","newspaper","news","news"
"6776","news","NPR","radio","news","news"
"6777","news","Washington Post","newspaper","news","news"
"6778","news","Washington Post","newspaper","news","news"
"6779","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6780","law & politics","Washington Post","newspaper","news","news"
"6781","news","New York Post",NA,"law & politics","news"
"6782","news","New York Post",NA,"news","news"
"6783","news","Guardian","newspaper","news","news"
"6784","law & politics","Washington Post","newspaper","news","law & politics"
"6785","law & politics","National Review",NA,"law & politics","law & politics"
"6786","news","Washington Post","newspaper","news","news"
"6787","news","Washington Post","newspaper","news","news"
"6788","news","New York Post",NA,"news","news"
"6789","news","New York Post",NA,"news","news"
"6790","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6791","sports","Guardian","newspaper","news","sports"
"6792","news","Guardian","newspaper","law & politics","news"
"6793","news","Washington Post","newspaper","news","news"
"6794","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6795","law & politics","Talking Points Memo","general","university & school","law & politics"
"6796","news","Fox News","broadcast","news","news"
"6797","news","Washington Post","newspaper","news","news"
"6798","health & lifestyle","Guardian","newspaper","news","health & lifestyle"
"6799","law & politics","Washington Post","newspaper","law & politics","news"
"6800","news","New York Post",NA,"news","news"
"6801","news","New York Post",NA,"news","news"
"6802","news","Washington Post","newspaper","news","news"
"6803","news","New York Post",NA,"news","news"
"6804","news","New York Post",NA,"news","news"
"6805","law & politics","Washington Post","newspaper","news","law & politics"
"6806","news","New York Post",NA,"news","news"
"6807","news","New York Post",NA,"law & politics","news"
"6808","news","Guardian","newspaper","law & politics","news"
"6809","law & politics","Washington Post","newspaper","news","news"
"6810","news","Guardian","newspaper","law & politics","news"
"6811","news","Washington Post","newspaper","news","news"
"6812","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6813","news","New York Post",NA,"news","news"
"6814","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6815","art & fashion","Guardian","newspaper","news","news"
"6816","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6817","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6818","news","New York Post",NA,"news","news"
"6819","news","NPR","radio","news","news"
"6820","law & politics","National Review",NA,"law & politics","law & politics"
"6821","news","New York Post",NA,"law & politics","news"
"6822","sports","Guardian","newspaper","sports","sports"
"6823","news","New York Post",NA,"news","news"
"6824","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6825","law & politics","National Review",NA,"law & politics","law & politics"
"6826","law & politics","National Review",NA,"news","law & politics"
"6827","news","Washington Post","newspaper","news","news"
"6828","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6829","news","New York Post",NA,"law & politics","news"
"6830","news","Guardian","newspaper","news","news"
"6831","news","NPR","radio","news","news"
"6832","law & politics","Talking Points Memo","general","law & politics","news"
"6833","health & lifestyle","NPR","radio","news","health & lifestyle"
"6834","law & politics","Fox News","broadcast","law & politics","law & politics"
"6835","news","Washington Post","newspaper","news","law & politics"
"6836","health & lifestyle","NPR","radio","news","health & lifestyle"
"6837","health & lifestyle","NPR","radio","news","health & lifestyle"
"6838","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6839","news","Talking Points Memo","general","news","law & politics"
"6840","news","New York Post",NA,"news","news"
"6841","news","Buzzfeed News","general","news","news"
"6842","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6843","sports","Guardian","newspaper","news","news"
"6844","economy, business & jobs","Washington Post","newspaper","news","news"
"6845","news","New York Post",NA,"news","law & politics"
"6846","news","New York Post",NA,"law & politics","news"
"6847","news","Washington Post","newspaper","news","news"
"6848","news","New York Post",NA,"news","news"
"6849","law & politics","National Review",NA,"news","news"
"6850","law & politics","National Review",NA,"news","law & politics"
"6851","news","New York Post",NA,"news","news"
"6852","news","Washington Post","newspaper","news","news"
"6853","entertainment","Guardian","newspaper","news","entertainment"
"6854","news","New York Post",NA,"news","news"
"6855","health & lifestyle","Guardian","newspaper","law & politics","news"
"6856","news","New York Post",NA,"law & politics","law & politics"
"6857","entertainment","Guardian","newspaper","news","news"
"6858","news","New York Post",NA,"news","news"
"6859","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6860","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6861","entertainment","NPR","radio","entertainment","news"
"6862","news","New York Post",NA,"news","news"
"6863","sports","Washington Post","newspaper","news","sports"
"6864","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6865","news","New York Post",NA,"news","news"
"6866","news","NPR","radio","news","news"
"6867","law & politics","National Review",NA,"law & politics","law & politics"
"6868","science & tech","Guardian","newspaper","news","news"
"6869","news","New York Post",NA,"news","news"
"6870","health & lifestyle","Guardian","newspaper","news","news"
"6871","law & politics","Guardian","newspaper","news","law & politics"
"6872","news","Washington Post","newspaper","law & politics","news"
"6873","news","Guardian","newspaper","news","news"
"6874","news","New York Post",NA,"news","news"
"6875","news","New York Post",NA,"news","news"
"6876","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6877","law & politics","Guardian","newspaper","news","law & politics"
"6878","law & politics","Talking Points Memo","general","news","law & politics"
"6879","news","New York Post",NA,"news","news"
"6880","law & politics","National Review",NA,"law & politics","law & politics"
"6881","law & politics","National Review",NA,"health & lifestyle","law & politics"
"6882","economy, business & jobs","Guardian","newspaper","news","economy, business & jobs"
"6883","news","Guardian","newspaper","news","news"
"6884","news","Guardian","newspaper","news","news"
"6885","news","Washington Post","newspaper","news","news"
"6886","economy, business & jobs","Washington Post","newspaper","law & politics","economy, business & jobs"
"6887","news","New York Post",NA,"news","news"
"6888","news","NPR","radio","news","news"
"6889","news","New York Post",NA,"news","news"
"6890","entertainment","Guardian","newspaper","entertainment","news"
"6891","news","Washington Post","newspaper","news","news"
"6892","law & politics","National Review",NA,"law & politics","law & politics"
"6893","news","Washington Post","newspaper","news","news"
"6894","law & politics","National Review",NA,"law & politics","news"
"6895","news","New York Post",NA,"entertainment","news"
"6896","news","New York Post",NA,"news","news"
"6897","news","Washington Post","newspaper","news","news"
"6898","news","NPR","radio","news","news"
"6899","news","New York Post",NA,"news","news"
"6900","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6901","news","New York Post",NA,"news","news"
"6902","news","Talking Points Memo","general","law & politics","news"
"6903","entertainment","NPR","radio","news","news"
"6904","news","New York Post",NA,"news","news"
"6905","news","New York Post",NA,"news","news"
"6906","news","New York Post",NA,"news","news"
"6907","news","New York Post",NA,"law & politics","news"
"6908","culture","Guardian","newspaper","news","news"
"6909","law & politics","National Review",NA,"news","law & politics"
"6910","law & politics","National Review",NA,"university & school","law & politics"
"6911","health & lifestyle","Washington Post","newspaper","news","news"
"6912","news","New York Post",NA,"news","news"
"6913","news","New York Post",NA,"news","news"
"6914","news","New York Post",NA,"news","news"
"6915","news","New York Post",NA,"news","news"
"6916","news","Washington Post","newspaper","news","news"
"6917","news","New York Post",NA,"news","news"
"6918","law & politics","National Review",NA,"law & politics","law & politics"
"6919","news","Guardian","newspaper","law & politics","news"
"6920","entertainment","Guardian","newspaper","news","entertainment"
"6921","entertainment","NPR","radio","law & politics","entertainment"
"6922","news","New York Post",NA,"news","news"
"6923","news","New York Post",NA,"news","news"
"6924","law & politics","Washington Post","newspaper","news","law & politics"
"6925","news","Guardian","newspaper","law & politics","news"
"6926","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6927","news","New York Post",NA,"news","news"
"6928","news","NPR","radio","news","news"
"6929","news","New York Post",NA,"news","news"
"6930","health & lifestyle","Guardian","newspaper","news","law & politics"
"6931","law & politics","Washington Post","newspaper","news","law & politics"
"6932","law & politics","National Review",NA,"law & politics","law & politics"
"6933","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6934","news","Guardian","newspaper","news","news"
"6935","news","Guardian","newspaper","news","news"
"6936","news","New York Post",NA,"law & politics","news"
"6937","news","New York Post",NA,"news","news"
"6938","law & politics","National Review",NA,"law & politics","law & politics"
"6939","news","New York Post",NA,"news","news"
"6940","health & lifestyle","Washington Post","newspaper","news","law & politics"
"6941","news","New York Post",NA,"news","news"
"6942","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6943","law & politics","National Review",NA,"law & politics","law & politics"
"6944","entertainment","Guardian","newspaper","news","news"
"6945","news","Washington Post","newspaper","news","news"
"6946","news","New York Post",NA,"news","news"
"6947","law & politics","National Review",NA,"news","news"
"6948","news","Washington Post","newspaper","news","news"
"6949","news","New York Post",NA,"news","news"
"6950","law & politics","National Review",NA,"law & politics","law & politics"
"6951","news","Washington Post","newspaper","news","news"
"6952","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6953","news","New York Post",NA,"law & politics","news"
"6954","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6955","news","Guardian","newspaper","news","news"
"6956","news","Washington Post","newspaper","news","news"
"6957","news","NPR","radio","news","law & politics"
"6958","sports","Guardian","newspaper","news","sports"
"6959","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6960","law & politics","Talking Points Memo","general","news","law & politics"
"6961","law & politics","Washington Post","newspaper","law & politics","news"
"6962","news","New York Post",NA,"news","news"
"6963","law & politics","Washington Post","newspaper","news","news"
"6964","law & politics","Washington Post","newspaper","law & politics","law & politics"
"6965","law & politics","National Review",NA,"law & politics","law & politics"
"6966","news","Guardian","newspaper","news","law & politics"
"6967","news","New York Post",NA,"news","news"
"6968","law & politics","National Review",NA,"law & politics","law & politics"
"6969","news","New York Post",NA,"news","news"
"6970","law & politics","National Review",NA,"law & politics","law & politics"
"6971","news","Guardian","newspaper","news","news"
"6972","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6973","news","New York Post",NA,"news","news"
"6974","law & politics","National Review",NA,"news","law & politics"
"6975","news","New York Post",NA,"law & politics","news"
"6976","news","Washington Post","newspaper","news","news"
"6977","news","Guardian","newspaper","news","news"
"6978","news","Guardian","newspaper","news","news"
"6979","law & politics","National Review",NA,"law & politics","law & politics"
"6980","news","New York Post",NA,"news","news"
"6981","news","New York Post",NA,"news","news"
"6982","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6983","news","New York Post",NA,"news","news"
"6984","law & politics","National Review",NA,"news","law & politics"
"6985","entertainment","NPR","radio","entertainment","entertainment"
"6986","law & politics","Fox News","broadcast","law & politics","law & politics"
"6987","news","New York Post",NA,"news","news"
"6988","news","New York Post",NA,"news","news"
"6989","law & politics","National Review",NA,"news","news"
"6990","news","New York Post",NA,"news","news"
"6991","law & politics","Talking Points Memo","general","law & politics","law & politics"
"6992","news","New York Post",NA,"news","news"
"6993","news","Guardian","newspaper","news","news"
"6994","science & tech","NPR","radio","news","news"
"6995","law & politics","Fox News","broadcast","law & politics","law & politics"
"6996","science & tech","Guardian","newspaper","news","science & tech"
"6997","news","New York Post",NA,"law & politics","news"
"6998","law & politics","National Review",NA,"law & politics","law & politics"
"6999","law & politics","National Review",NA,"law & politics","law & politics"
"7000","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7001","news","New York Post",NA,"health & lifestyle","news"
"7002","law & politics","National Review",NA,"law & politics","law & politics"
"7003","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7004","news","Guardian","newspaper","news","news"
"7005","news","New York Post",NA,"news","news"
"7006","entertainment","NPR","radio","entertainment","entertainment"
"7007","news","Washington Post","newspaper","news","news"
"7008","news","Washington Post","newspaper","law & politics","law & politics"
"7009","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7010","news","New York Post",NA,"news","news"
"7011","food","NPR","radio","law & politics","food"
"7012","news","NPR","radio","news","sports"
"7013","news","Washington Post","newspaper","news","news"
"7014","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7015","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7016","entertainment","Guardian","newspaper","news","news"
"7017","news","NPR","radio","news","news"
"7018","news","New York Post",NA,"news","news"
"7019","news","Washington Post","newspaper","news","news"
"7020","law & politics","Washington Post","newspaper","news","news"
"7021","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7022","law & politics","National Review",NA,"law & politics","news"
"7023","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7024","news","Washington Post","newspaper","news","news"
"7025","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7026","law & politics","National Review",NA,"law & politics","law & politics"
"7027","news","Guardian","newspaper","law & politics","news"
"7028","news","New York Post",NA,"news","news"
"7029","health & lifestyle","NPR","radio","news","health & lifestyle"
"7030","news","New York Post",NA,"news","news"
"7031","news","NPR","radio","news","news"
"7032","news","New York Post",NA,"law & politics","news"
"7033","news","New York Post",NA,"news","news"
"7034","news","New York Post",NA,"news","news"
"7035","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7036","books","Guardian","newspaper","news","news"
"7037","law & politics","Washington Post","newspaper","news","law & politics"
"7038","health & lifestyle","Washington Post","newspaper","news","news"
"7039","law & politics","Talking Points Memo","general","law & politics","news"
"7040","news","New York Post",NA,"news","news"
"7041","food","NPR","radio","food","food"
"7042","news","New York Post",NA,"news","news"
"7043","news","New York Post",NA,"news","news"
"7044","news","New York Post",NA,"news","news"
"7045","law & politics","Fox News","broadcast","law & politics","law & politics"
"7046","news","New York Post",NA,"news","news"
"7047","news","New York Post",NA,"news","news"
"7048","news","New York Post",NA,"news","law & politics"
"7049","news","New York Post",NA,"law & politics","news"
"7050","entertainment","Guardian","newspaper","law & politics","news"
"7051","law & politics","National Review",NA,"law & politics","law & politics"
"7052","news","New York Post",NA,"news","news"
"7053","news","New York Post",NA,"news","news"
"7054","news","New York Post",NA,"news","news"
"7055","news","New York Post",NA,"news","news"
"7056","news","New York Post",NA,"news","news"
"7057","news","Washington Post","newspaper","news","news"
"7058","news","New York Post",NA,"news","news"
"7059","news","New York Post",NA,"news","news"
"7060","news","NPR","radio","news","news"
"7061","art & fashion","Guardian","newspaper","entertainment","art & fashion"
"7062","law & politics","National Review",NA,"law & politics","law & politics"
"7063","news","NPR","radio","law & politics","news"
"7064","news","New York Post",NA,"news","news"
"7065","law & politics","Washington Post","newspaper","news","law & politics"
"7066","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7067","news","New York Post",NA,"news","news"
"7068","law & politics","National Review",NA,"law & politics","law & politics"
"7069","news","New York Post",NA,"law & politics","law & politics"
"7070","law & politics","Talking Points Memo","general","law & politics","law & politics"
"7071","law & politics","Talking Points Memo","general","news","law & politics"
"7072","entertainment","Guardian","newspaper","news","news"
"7073","news","New York Post",NA,"news","news"
"7074","law & politics","National Review",NA,"law & politics","law & politics"
"7075","news","Washington Post","newspaper","news","news"
"7076","news","New York Post",NA,"news","news"
"7077","news","Guardian","newspaper","news","news"
"7078","law & politics","Washington Post","newspaper","news","law & politics"
"7079","law & politics","National Review",NA,"law & politics","law & politics"
"7080","health & lifestyle","NPR","radio","health & lifestyle","health & lifestyle"
"7081","news","New York Post",NA,"news","news"
"7082","news","New York Post",NA,"news","news"
"7083","health & lifestyle","NPR","radio","news","health & lifestyle"
"7084","law & politics","Washington Post","newspaper","law & politics","law & politics"
"7085","news","New York Post",NA,"news","news"
